羅馬字拼音,詞組,說明文字
binatsakhi,明仔早起,
binaubintshau,面漚面臭 ,
binbak,面目,
binbang,眠夢,
binbok,面目,
binbooa,面模仔,
bingbing,命名,
bingbing,明明,
bingbong,名望,
binggi,名義,
binggueh,明月,
binghian,明顯,
binghoo,明呼,
binghun,冥婚,
bingi,名醫,
bingiu,盟友,
bingjin,名人,
bingkanhiong,名間鄉,
bingkhak,明確,
bingkhim,猛禽,
bingkong,明講,
bingli,名利,
bingli,明理,
bingliat,猛烈,
bingliau,明瞭,
bingling,命令,
binglong,明朗,
bingpai,名牌,
bingphinn,名片,
bingpik,明白,
bingsan,名產,
bingse,明細,
bingsing,名勝,
bingsing,明星,
bingsiong,冥想,
bingsiu,猛獸,
bingsu,名詞,
bingte,命題,
bingthian,明天,
bingti,明智,
bingtik,明德,
bingtsai,明知,
bingtshenn,明星,
bingtshing,名稱,
bingtshinn,明星,
bingtsing,明證,
bingtsiong,猛將,
bingtue,命題,
bingu,名譽,
binhang,民航,
binhangkiok,民航局,
binhing,面形,
binhiong,民雄,
binhionghiong,民雄鄉,
binhuat,民法,
bini,民意,
bini,米奶,
biniau,民謠,
bining,民營,
bininghua,民營化,
biniong,面容,
biniu,米糧,
biniu,面油,
biniubinkat,面憂面結,
binjit,明日,
binkam,敏感,
binkamsing,敏感性,
binkamtoo,敏感度,
binkan,民間,
binkin,面巾,
binkirn,面巾,
binkok,民國,
binku,面具,
binkua,民歌,
binkuan,民權,
binkuanseloo,民權西路,
binkun,面巾,
binmau,面貌,
binmooh,面膜,
binni,明年,
binphe,面皮,
binphue,面皮,
binphun,面盆,
binpoo,面布,
binsik,面色,
binsik,面熟,
binsim,民心,
binsing,民生,
binsiok,民俗,
binsu,民事,
binsuan,民選,
bintai,民代,
bintai,物代,
bintan,門橂,
bintau,敏豆,
binthang,面桶,
binthang,蝒蟲,
binthangakiann,面桶仔囝,
binthau,麵頭,
binthautsing,面頭前,
bintiau,民調,
binting,面頂,
bintshi,面試,
bintshng,眠床,
bintshngpang,眠床枋,
bintsiat,敏捷,
bintsik,面積,
bintsing,民情,
bintsing,面前,
bintsingkiok,民政局,
bintsiong,民眾,
bintsite,眠一下,
bintsok,民族,
bintsoksing,民族性,
bintsongui,民壯圍,
bintsu,民主,
bintsu,面子,
bintsua,面紙,
bintsuhua,民主化,
bintsui,面水,
bintui,面對,
binuan,民怨,
bioa,廟仔,
biohe,廟會,
biohue,廟會,
biokong,廟公,
biorhue,廟會,
biorkong,廟公,
biorsat,謀殺,
biortshu,謀取,
biortsiok,廟祝,
biosat,謀殺,
biosi,廟寺,
biosia,描寫,
biotiann,廟埕,
biotshin,母親,
biotshu,謀取,
biotsing,秒鐘,
biotsiok,廟祝,
biou,廟宇,
biphang,米芳,
bipho,微波,
bipholoo,微波爐,
biphor,微波,
biphorloo,微波爐,
biphun,米潘,
bipian,美編,
bipit,未必,
bipng,米飯,
bis,貿易商,
bisik,米色,
bisik,美式,
bisik,美色,
bisiong,未嘗,
bisiong,美商,
bisit,米食,
bisit,美食,
bisoo,味素,
bisoohun,味素粉,
bisut,美術,
bisutkuan,美術館,
bit,袂用得,
bit,無一定,
bit,無意中,
bitai,米𧉟,
bitau,米斗,
bitbe,密碼,
bitguat,蜜月,
bithai,米篩,
bithaibak,米篩目,
bithailau,米篩漏,
bithang,米蟲,
biti,未知,
bitiam,米店,
bitik,美德,
bitko,密告,
bitphang,蜜蜂,
bitpo,密婆,
bits,袂用得,
bitshai,謎猜,
bitshiam,米攕,
bitshik,米粟,
bitshio,微笑,
bitsik,美籍,
bitsik,密室,
bitsiu,米酒,
bitsiu,美洲,
bitsiunn,米漿,
bitsiuthaua,米酒頭仔,
bitsui,沬水,
bittoo,密度,
bittshiat,密切,
bittsian,蜜餞,
bittsip,密集,
biugoo,謬誤,
bjk,無偌久,
bjt,貓兒竹,
bjts,尾二指,
bk,無要緊,
bka,肉卷仔,
bka,肉雞仔,
bka,覓雞仔,
bkatsh,望蓋仔蔥,
bkb,米糕糜,
bkbs,無鹹無纖,
bkbt,無講無呾,
bke,袂記得,
bke,袂講得,
bkg,無夠月,
bkh,文建會,
bkh,名間鄉,
bkh,無關係,
bkha,肉跤仔,
bkhe,袂堪得,
bkhl,袂堪得,
bkhl,覕起來,
bkhnh,無可奈何,
bkht,袂堪得,
bkht,馬齒豆,
bkhts,袂堪得,
bkhts,無較縒,
bki,母囝椅,
bki,覓雞鷹,
bkj,目鏡仁,
bkk,母舅公,
bkkh,木瓜溪,
bkl,木屐寮,
bkl,目加溜,
bkl,目鏡仁,
bkl,袂記得,
bkl,袂講得,
bkm,米糕糜,
bks,木瓜山,
bks,米糕𣻸,
bks,袂見笑,
bks,敏感性,
bksl,民權西路,
bkt,袂記得,
bkt,袂講得,
bkt,敏感度,
bkt,無夠重,
bkts,目狗尖,
bkts,目狗針,
bkts,目鏡蛇,
bkts,袂記得,
bkts,袂講得,
bktsh,木瓜村,
bktshtsh,目降鬚聳,
bktsp,無到一半,
blbl,無聊無賴,
blbn,無攬無拈,
blh,茂林鄉,
blh,麥寮鄉,
blh,萬里鄉,
blh,萬巒鄉,
blh,彌陀鄉,
bli,無人緣,
bli,無路用,
blk,苗栗縣,
blk,麥芽膏,
blk,無偌久,
blk,萬里橋,
blk,彌陀港,
blkh,武洛溪,
blkh,美濃溪,
blkh,萬里溪,
blkh,貓羅溪,
bll,無路來,
blp,萬年筆,
bls,無了時,
bls,無良心,
blt,美濃鎮,
blt,美麗島,
blt,貓兒竹,
blts,尾二指,
blts,馬鈴薯,
bltsh,苗栗市,
bltskh,麻里折口,
blu,武溜灣,
bm,𥌚脈,
bmbj,無暝無日,
bmbl,無暝無日,
bmh,木麻黃,
bml,某乜人,
bmt,無毋著,
bna,目𥍉仔,
bna,尾抅仔,
bnh,茉莉花,
boa,帽仔,
boai,無愛,
boakiann,母仔囝,
boakin,無要緊,
bobang,無望,
bobehang,無尾巷,
bobehim,無尾熊,
boberhim,無尾熊,
bobi,無味,
bobin,無眠,
boboobokau,無某無猴,
bobuehang,無尾巷,
bobuehim,無尾熊,
boe,母的,
bogaitioh,無礙著,
bogi,母語,
bogi,無疑,
bogigoo,無疑悟,
bogingoo,無疑悟,
boginiu,無議量,
bogu,母語,
boguaku,無偌久,
bohan,無限,
bohau,無效,
boheloh,無下落,
bohing,無形,
bohuati,無法伊,
bohuattoo,無法度,
boian,無緣,
boiann,無影,
boiannbotsiah,無影無跡,
boiaubokin,無要無緊,
boiaukin,無要緊,
boibosu,無意無思,
boiboua,無依無倚,
boing,無閒,
boitiong,無意中,
boitting,無一定,
bojuaku,無偌久,
bokang,無仝,
bokau,無夠,
bokaugeh,無夠月,
bokaugueh,無夠月,
bokautang,無夠重,
bokautsitpuann,無到一半,
bokbing,莫名,
bokbingkibiau,莫名其妙,
bokbingkimiau,莫名其妙,
bokboksiu,沐沐泅,
boke,磨粿,
bokgir,木魚,
bokhahtsuah,無較縒,
bokhang,無空,
bokhi,木魚,
bokhi,無去,
bokhir,無去,
bokhu,木魚,
bokhui,莫非,
bokhui,無氣,
bokiambosiam,無鹹無纖,
bokianni,母囝椅,
bokim,母妗,
bokim,母金,
bokiok,沐浴,
bokiunnkhian,牧羊犬,
bokji,木耳,
bokjinn,木耳,
bokkuai,莫怪,
bokkue,木瓜,
bokkuekhe,木瓜溪,
bokkuesuann,木瓜山,
bokkuetshuan,木瓜村,
bokliok,目錄,
boklok,目錄,
bokmahong,木麻黃,
bokmi,木耳,
bokmi,木棉,
bokmuahong,木麻黃,
bokni,木耳,
bokni,茉莉,
bokongbotann,無講無呾,
bokphiau,目標,
bokpiau,目標,
boksi,漠視,
boksimpang,木心枋,
boksu,牧師,
boktiau,木雕,
boktik,目的,
boktikte,目的地,
boktiunn,牧場,
boktong,牧童,
boktsai,木材,
boktshai,木材,
boktshenn,木星,
boktshinn,木星,
boktshui,沐喙,
boktsian,目前,
boku,母舅,
bokuanhe,無關係,
bokue,磨粿,
bokukong,母舅公,
bolambone,無攬無拈,
bolangian,無人緣,
bolat,無力,
bole,無禮,
boliau,無聊,
boliaubole,無聊無賴,
boliausi,無了時,
boling,無能,
boliong,無量,
boliongsim,無良心,
boloo,無路,
bolooing,無路用,
bolooiong,無路用,
boloolai,無路來,
boluaku,無偌久,
bolun,無論,
bomebojit,無暝無日,
bomibolit,無暝無日,
bomtioh,無毋著,
bonai,無奈,
bongapoo,墓仔埔,
bongbok,盲目,
bongboloo,摸無路,
bongbong,茫茫,
bongbu,雺霧,
bonggankiann,望眼鏡,
bonghuan,夢幻,
bonghun,亡魂,
bongio,罔育,
bongkhong,墓壙,
bongkiann,罔行,
bongko,芒果,
bongkok,亡國,
bongkoo,望古,
bongku,墓龜,
bongmeh,摸脈,
bongpai,墓牌,
bongsian,懵仙,
bongsiong,夢想,
bongte,墓地,
bongtiam,盲點,
bongtiann,墓埕,
bongtong,懵懂,
bongtoo,罔度,
bongtshi,罔飼,
bongtsing,芒種,
bonguankiann,望遠鏡,
booau,幕後,
booboo,某某,
boogi,模擬,
boohing,模型,
boohong,模仿,
boohuan,模範,
booik,貿易,
booiksiong,貿易商,
booiong,慕容,
booiunn,模樣,
bookhuan,募款,
bookiann,某囝,
booku,墓龜,
bookuan,募捐,
boolang,某人,
booliau,幕僚,
boolimhiong,茂林鄉,
boomilang,某乜人,
boopai,墓牌,
boosat,謀殺,
boosik,模式,
boosing,謀生,
bootan,牡丹,
bootanhiong,牡丹鄉,
bootankhenn,牡丹坑,
bootansia,牡丹社,
bootiann,墓埕,
bootsaihaibing,謀財害命,
bootshin,母親,
bootshu,謀取,
bootsip,募集,
bootsoo,模組,
bootuatsi,某大姊,
bootue,墓地,
bopoo,無步,
bopuannhang,無半項,
bopuannphiat,無半撇,
bopuannpoo,無半步,
bopuannsi,無半絲,
bopue,無桮,
bora,帽仔,
borai,無愛,
borakin,無要緊,
borbehim,無尾熊,
borbi,無味,
borbuehim,無尾熊,
borgi,母語,
borhau,無效,
borhing,無形,
borian,無緣,
borkuanhe,無關係,
borlat,無力,
borliau,無聊,
borling,無能,
borsiann,無聲,
borsim,無心,
borsu,無嗣,
borsuann,無線,
borthng,無傳,
boseji,無細膩,
bosiann,無聲,
bosiannboseh,無聲無說,
bosiannbosueh,無聲無說,
bosiannhe,無啥貨,
bosiannhue,無啥貨,
bosiannmih,無啥物,
bosiau,無銷,
bosim,無心,
bosimkuann,無心肝,
bosimtsiann,無心情,
bosimtsing,無心情,
bosin,母身,
bosin,無神,
bosiongkan,無相干,
bosuann,無線,
bosuanntian,無線電,
bosueli,無細膩,
bosusai,無事使,
botaibotsi,無代無誌,
botakin,無打緊,
botann,無膽,
botannkin,無打緊,
botaua,無奈何,
bothausin,無頭神,
bothe,母體,
bothianli,無天理,
bothinnli,無天理,
bothng,無傳,
bothong,無通,
bothuan,無傳,
bothuinn,無傳,
botianntioh,無定著,
botikkhak,無的確,
botileh,無佇咧,
botitai,無底代,
botiunnti,無張持,
botsha,無差,
botshai,無彩,
botshaikang,無彩工,
botsho,無錯,
botsing,無情,
botsingtsha,無精差,
botsinn,母錢,
botuabose,無大無細,
botuabosue,無大無細,
botuho,無拄好,
bpb,肉餅面,
bph,無半項,
bphl,微波爐,
bphs,蠻皮癬,
bpl,免不了,
bpp,無半步,
bpph,無半撇,
bps,無半絲,
bpti,萬不得已,
bptsh,尾幫車,
bsa,卯死矣,
bsa,肉豉仔,
bsa,蠓捽仔,
bsb,武聖廟,
bsbs,無聲無說,
bsbu,欲死欲活,
bse,袂使得,
bsh,味素粉,
bsh,無啥貨,
bsi,萬事爺,
bsj,無細膩,
bsk,目屎膏,
bsk,美術館,
bsk,袂輸講,
bsk,無心肝,
bsk,無相干,
bskh,文山區,
bsl,袂使得,
bsl,無細膩,
bsm,無啥物,
bsn,武士林,
bsna,篾絲籃仔,
bsp,木心枋,
bss,免數想,
bss,袂收山,
bss,無事使,
bss,霧嗄嗄,
bst,袂使得,
bst,無線電,
bsts,目屎尖,
bsts,袂使得,
bsts,無心情,
bstsh,覕相揣,
bsu,無所謂,
bt,米𧉟,
btb,腹肚尾,
btbs,無大無細,
btbts,無代無誌,
bth,牡丹鄉,
bth,無拄好,
bth,萬丹鄉,
bth,霧臺鄉,
bthak,面桶仔囝,
bthb,米篩目,
bthl,米篩漏,
bthl,覓頭路,
bthl,無天理,
bths,無頭神,
bthts,面頭前,
bti,腹肚枵,
btk,尾胴骨,
btk,袂得過,
btk,無打緊,
btk,舞台劇,
btkh,牡丹坑,
btkh,無的確,
btl,無佇咧,
bts,牡丹社,
btsa,肉鯽仔,
btsa,尾指仔,
btsa,墨賊仔,
btsb,未曾未,
btsbb,目睭雺霧,
btsbkh,袂食袂睏,
btsbl,網際網路,
btse,眠一下,
btsh,民主化,
btsh,目睭花,
btsh,滿州鄉,
btshak,䆀手仔拐,
btshb,謀財害命,
btshja,麻雀子仔,
btshk,無彩工,
btshkh,挽喙齒,
btshla,麻雀子仔,
btshp,眠床枋,
btshs,木匠師,
btshs,慢且是,
btshts,母親節,
btshtsh,袂伸捙,
btsj,目睭仁,
btsk,民政局,
btsk,肉粽角,
btsl,目睭仁,
btsl,目睭濁,
btsm,目睫毛,
btsm,目睭毛,
btsp,免錢飯,
btsph,目睭皮,
btss,民族性,
btstha,米酒頭仔,
btstha,尾指頭仔,
btsts,肉粽節,
btsts,尾指指,
btsts,密喌喌,
btstsa,尾指指仔,
btstsh,無精差,
btsu,民壯圍,
btt,目的地,
btt,無定著,
btt,無底代,
btt,無張持,
btt,賣大燈,
btth,袂得通,
btts,某大姊,
btts,捌代誌,
bttsh,鼢地鼠,
btu,無奈何,
bua,肉丸仔,
buahbin,抹面,
buahbuah,末末,
buahhun,抹粉,
buahiam,抹鹽,
buahpiah,抹壁,
buahto,抹刀,
buahtshau,茉草,
buaih,無愛,
buakhann,磨坩,
buakiann,母仔囝,
buakin,無要緊,
buakueing,覓雞鷹,
bualian,磨練,
buanan,晚安,
buanbuan,滿滿,
buanhantsuansik,滿漢全席,
buanlian,晚年,
buanlian,輓聯,
buantsiok,滿足,
buantsiuhiong,滿州鄉,
buas,拉圇仔燒,
buatki,末期,
bubing,無名,
bubu,霧霧,
bue,母的,
buea,尾仔,
buea,襪仔,
bueakiann,尾仔囝,
bueakin,袂要緊,
bueama,尾暗仔,
bueansng,袂按算,
bueau,尾後,
buebai,袂䆀,
buebue,買賣,
buege,尾牙,
bueha,襪仔,
buehah,袂合,
buehama,欲暗仔,
buehiang,袂曉,
buehiau,袂曉,
buehni,欲呢,
bueho,袂和,
buehsibuehuah,欲死欲活,
buehtsai,欲知,
buehu,袂赴,
bueiah,尾蝶,
bueiaha,尾蝶仔,
bueiaukin,袂要緊,
bueingeh,袂用得,
bueinglit,袂用得,
bueingtit,袂用得,
bueingtsit,袂用得,
bueiokoo,賣搖鼓,
bueiokooe,賣搖鼓的,
buejitsainn,尾二指,
buekhameh,袂堪得,
buekhamlit,袂堪得,
buekhamtit,袂堪得,
buekhamtsit,袂堪得,
buekiansiau,袂見笑,
buekieh,袂記得,
buekilit,袂記得,
buekitit,袂記得,
buekitsit,袂記得,
buekongeh,袂講得,
buekonglit,袂講得,
buekongtit,袂講得,
buekongtsit,袂講得,
bueliu,尾溜,
buemia,買命,
buemia,賣命,
buepangtshia,尾幫車,
buephainn,袂歹,
buephio,買票,
buesai,袂使,
buesaih,袂使,
buesaiheh,袂使得,
buesaihlit,袂使得,
buesaihtsit,袂使得,
buesaitit,袂使得,
buesiann,尾聲,
buesin,賣身,
buesiu,買收,
buesiusuann,袂收山,
buesu,袂輸,
buesukong,袂輸講,
buetang,袂當,
buetangkut,尾胴骨,
buetiau,賣掉,
buetionn,賣場,
buetit,袂直,
buetitke,袂得過,
buetitthang,袂得通,
buetiunn,賣場,
buetsainn,尾指,
buetshiu,尾手,
buetshuntshia,袂伸捙,
buetshut,賣出,
buetsiahbuekhun,袂食袂睏,
buetsin,買進,
buetsing,未曾,
buetsingbue,未曾未,
buetsingthaua,尾指頭仔,
buetsingtsainn,尾指指,
buetsingtsainna,尾指指仔,
buetsu,買主,
buetsui,尾脽,
buetuating,賣大燈,
buge,武藝,
bugi,母語,
bugir,母語,
bugu,母語,
buh,望安鄉,
buhan,無限,
buhau,母校,
buhe,舞會,
buhing,無形,
buhong,無妨,
buhonghiong,霧峰鄉,
buhuat,無法,
buhuatbuthian,無法無天,
buhue,舞會,
buhui,無非,
bui,無意,
buibui,微微,
buiong,撫養,
bujiok,侮辱,
buk,望遠鏡,
bukanni,母囝椅,
bukhi,武器,
bukhik,舞曲,
bukhonaiho,無可奈何,
bukianni,母囝椅,
bukiap,武俠,
bukim,母妗,
bukim,母金,
bukiong,無窮,
bukong,武功,
bukoo,無故,
bukoo,無辜,
buku,母舅,
bukukong,母舅公,
bulam,舞男,
buli,舞女,
bulik,武力,
bulik,無力,
bulim,武林,
buling,無能,
buliok,侮辱,
buliuuan,武溜灣,
bulokkhe,武洛溪,
bulu,母女,
bulu,舞女,
bulua,誣賴,
bunan,文案,
bunbing,文明,
bunbing,聞名,
bunbubio,文武廟,
bunbun,悶悶,
bunbunatshio,文文仔笑,
bunbut,文物,
bunge,文藝,
bungian,文言,
bungin,文人,
bungin,紋銀,
bungun,紋銀,
bunhak,文學,
bunhakka,文學家,
bunhian,文獻,
bunho,文豪,
bunhoo,門戶,
bunhua,文化,
bunhuakai,文化界,
bunhuat,文法,
bunhuataihak,文化大學,
bunhuationgsim,文化中心,
bunji,文字,
bunjin,文人,
bunkau,文教,
bunkhu,文具,
bunkianhe,文建會,
bunkianhue,文建會,
bunkiann,文件,
bunkik,文革,
bunku,文具,
bunkuan,問卷,
bunkuann,文官,
bunli,文字,
bunli,紋理,
bunlin,文人,
bunloo,紋路,
bunnga,文雅,
bunpin,文憑,
bunping,文憑,
bunpit,文筆,
bunpng,燜飯,
bunsan,文山,
bunsankhu,文山區,
bunsi,文書,
bunsin,文身,
bunsu,文書,
bunsuan,文宣,
buntan,文旦,
buntap,問答,
bunte,問題,
buntere,問題,
buntetshi,鼢地鼠,
bunthang,蝒蟲,
buntshi,文市,
buntshi,鼢鼠,
buntshir,鼢鼠,
buntshu,鼢鼠,
buntsing,問政,
buntsiong,文章,
buntsiunn,文章,
buntuann,文壇,
buntue,問題,
bupi,無比,
bupian,無邊,
bupoo,舞步,
busasa,霧嗄嗄,
busim,無心,
busin,母身,
busing,武生,
busingbio,武聖廟,
busiong,無常,
busir,武士,
busit,務實,
busoo,無數,
busooui,無所謂,
busu,武士,
busuna,武士林,
busut,武術,
butahi,魩仔魚,
butahu,魩仔魚,
butai,舞台,
butai,舞臺,
butaihiong,霧臺鄉,
butaikiok,舞台劇,
buthah,武塔,
buthe,母體,
buthiann,舞廳,
buthuan,舞團,
buti,無知,
buti,舞池,
butke,物價,
butli,物理,
buto,舞蹈,
butong,舞動,
butphin,物品,
butshi,武市,
butshin,母親,
butshintsiat,母親節,
butsia,舞者,
butsiang,武將,
butsinn,母錢,
butsiong,武將,
butsiu,沒收,
butsong,武裝,
butsui,霧水,
butthe,物體,
butthue,物體,
buttsiong,物種,
buttsit,物質,
buttsu,物資,
ea,鍋仔,
eam,下暗,
eatsh,萵仔菜,
eatshai,萵仔菜,
eba,鞋抿仔,
ebi,挨米,
ebin,下面,
ebina,鞋抿仔,
egok,下顎,
eh,下𦜆,
eha,下昏暗,
eha,挨絃仔,
ehai,下頦,
eham,下𦜆,
ehiana,挨絃仔,
ehiang,會曉,
ehiau,會曉,
ehng,下昏,
ehngam,下昏暗,
ehtsinntsinn,狹櫼櫼,
ehuai,下頦,
ehuinn,下昏,
eiannhiong,下營鄉,
eie,會用得,
eih,下營鄉,
eil,會用得,
einge,會用得,
eingeh,會用得,
einglit,會用得,
eingtit,會用得,
eingtsit,會用得,
eit,會用得,
eits,會用得,
eiu,鞋油,
ekang,下港,
ekau,啞口,
eke,挨粿,
ekha,下跤,
ekhameh,會堪得,
ekhamlit,會堪得,
ekhamtit,會堪得,
ekhamtsit,會堪得,
ekhatshiulang,下跤手人,
ekhe,會堪得,
ekhl,會堪得,
ekhok,下顎,
ekht,會堪得,
ekhts,會堪得,
ekhtshl,下跤手人,
ekiau,挨筊,
ekok,下顎,
ekong,鞋管,
ekue,挨粿,
elang,矮人,
elang,穢人,
ena,下林仔,
enaa,下林仔,
enna,楹仔,
enna,嬰仔,
ennam,下暗,
ennhng,下昏,
ennhngam,下昏暗,
ennkau,啞口,
ennpoo,下晡,
enntau,下晝,
epa,鞋拔仔,
epai,下擺,
epe,鞋耙,
epithau,下埤頭,
epm,下半暝,
epn,下半年,
epoo,下晡,
epth,下埤頭,
epuann,下半,
epuannme,下半暝,
epuannmi,下半暝,
epuannni,下半年,
epue,下輩,
epueha,鞋拔仔,
epui,矮肥,
era,吪仔,
era,吪啊,
era,鍋仔,
eratsh,萵仔菜,
eratshai,萵仔菜,
erehiau,會曉,
erepueha,鞋拔仔,
eresai,會使,
eretang,會當,
erlang,穢人,
erpa,鞋拔仔,
esai,會使,
esaieh,會使得,
esaih,會使,
esailit,會使得,
esaitit,會使得,
esaitsit,會使得,
ese,會使得,
esi,下司,
esk,下梭裙,
esl,會使得,
esokun,下梭裙,
est,會使得,
ests,會使得,
eta,鞋櫥仔,
etamtsuikhe,高屏溪,
etang,會當,
etau,下斗,
etau,下晝,
ete,下底,
ethe,挨推,
etit,會得,
etitthang,會得通,
etsa,下早,
etsa,下早仔,
etsai,下早,
etsaia,下早仔,
etse,會做得,
etshiu,下手,
etsl,會做得,
etsoeh,會做得,
etsolit,會做得,
etsotit,會做得,
etsotsit,會做得,
etst,會做得,
etsts,狹櫼櫼,
etsts,會做得,
etsu,鞋苴,
etsueeh,會做得,
etsuelit,會做得,
etsuetit,會做得,
etsuetsit,會做得,
etth,會得通,
ettskh,高屏溪,
etua,鞋帶,
etua,鞋櫥仔,
etue,下底,
eun,下勻,
gae,囡仔嬰,
gah,囡仔兄,
gai,囡仔嬰,
gaibak,礙目,
gaigioh,礙虐,
gaitioh,礙著,
gak,牛仔囝,
gak,囡仔工,
gak,囡仔囝,
gak,囡仔歌,
gak,銀仔角,
gakbe,樂迷,
gakh,牛仔褲,
gakh,囡仔款,
gakim,樂音,
gakkai,樂界,
gakkhi,樂器,
gakkhik,樂曲,
gakthuan,樂團,
gaktshiu,樂手,
gaktsiong,樂章,
gaktuann,樂壇,
gaktui,樂隊,
gal,囡仔人,
gam,月暗暝,
gama,坎仔,
gambin,儑面,
gamthaugambin,儑頭儑面,
gamtsing,癌症,
gamtsioh,岩石,
gamtsiorh,岩石,
ganap,眼壓,
ganhing,言行,
gankho,眼科,
gankng,鋼,
gankong,眼光,
ganlik,眼力,
gansin,眼神,
gantsian,眼前,
gantsing,眼前,
gantsui,水,
gaph,囡仔疕,
gas,囡仔性,
gasuh,瓦斯,
gasuloo,瓦斯爐,
gats,囡仔栽,
gatsh,鵝仔菜,
gaukhai,𠢕開,
gaulang,𠢕人,
gautsa,𠢕早,
gautshngtsiah,𠢕吮食,
gbb,義民廟,
gbg,業務員,
gbu,業務員,
gebun,藝文,
gegin,藝人,
gehammi,月暗暝,
gehbai,月眉,
gehbe,月尾,
gehgualit,月外日,
gehhong,月俸,
gehhun,月份,
gehkhan,月刊,
gehkhim,月琴,
gehking,月經,
gehkingtua,月經帶,
gehkip,月給,
gehkng,月光,
gehkngmi,月光暝,
gehkuinn,月光,
gehlai,月內,
gehlaihiong,月來香,
gehlaihong,月內風,
gehlaipang,月內房,
gehlit,月日,
gehniu,月娘,
gehpiann,月餅,
gehpuann,月半,
gehsik,月色,
gehtai,月臺,
gehthau,月頭,
gehtho,月桃,
gehtiong,月中,
gehtshue,月初,
gehtsoohui,月租費,
gejin,藝人,
gelin,藝人,
gemng,衙門,
gemngkhau,衙門口,
gephin,藝品,
gerhhun,月份,
gerhkhan,月刊,
gerhking,月經,
gerhkng,月光,
gerhniu,月娘,
gerhpo,月婆,
gerhsit,月蝕,
gerhtai,月臺,
gerhtsoohui,月租費,
gerhun,月份,
gerkhan,月刊,
gerkng,月光,
gertai,月臺,
gertsoohui,月租費,
gesiau,㤉潲,
gesut,藝術,
gesutka,藝術家,
gesutphin,藝術品,
gesutsing,藝術性,
getso,牙槽,
getsokut,牙槽骨,
getuann,藝旦,
getuann,藝壇,
ggj,月外日,
ggk,龍眼乾,
ggl,月外日,
ggth,日月潭,
ggts,五月節,
ghatsh,五分仔車,
ghnj,月下老人,
ghnl,月下老人,
ghtsh,五分車,
ghtt,玉皇大帝,
giahkuan,攑懸,
giahthau,攑頭,
giahti,攑箸,
giahtoo,額度,
giahtshi,撠刺,
giahtshiu,攑手,
giahtu,攑箸,
giakang,蜈蚣,
giake,夯枷,
giambit,嚴密,
giamhueh,驗血,
giamhuih,驗血,
giamkeh,嚴格,
giamkhok,嚴酷,
giamkin,嚴謹,
giamkun,閻君,
giamle,嚴厲,
giamloong,閻羅王,
giamong,閻王,
giamsi,驗屍,
giamsiok,嚴肅,
giamsiong,驗傷,
giamsiu,驗收,
giamtiong,嚴重,
giamtong,嚴冬,
giamtsing,驗證,
giamtsun,嚴峻,
gian,議案,
gianaujiat,迎鬧熱,
gianauliat,迎鬧熱,
gianga,鈃仔,
giangge,齴牙,
giangi,言語,
giangkim,攘金,
giangkimpue,攘金桮,
giangkun,攘拳,
giangu,言語,
gianhing,言行,
gianhuat,研發,
giankiu,研究,
giankiusing,研究生,
giankiusoo,研究所,
giankiutsia,研究者,
gianlun,言論,
gianphuann,研判,
giansianko,癮仙哥,
giansip,研習,
giansu,言詞,
gianthau,癮頭,
giantho,研討,
gianthohue,研討會,
gianthok,研讀,
gianthor,研討,
giapbu,業務,
giapbuguan,業務員,
giapbuuan,業務員,
giapi,業餘,
giapkai,業界,
giaptse,業債,
giaptsia,業者,
giaptsik,業績,
giaptsu,業主,
giapu,業餘,
giata,蠍仔,
giating,迎燈,
giatkhiataue,孽譎仔話,
giatsiau,孽潲,
giattsu,孽子,
giaugi,憢疑,
giaupea,抓扒仔,
gibe,義賣,
gibinbio,義民廟,
giboo,字幕,
gibu,義務,
gibue,義賣,
gibun,疑問,
gibun,語文,
gigi,語義,
gigian,語言,
gigoo,疑悟,
giguan,議員,
gihik,疑惑,
gihing,字型,
gihth,二氧化碳,
gihuat,語法,
gihue,議會,
giim,語音,
giionghuathuann,二氧化碳,
giiunn,字樣,
gika,玉仔,
gikang,義工,
gikhi,義氣,
gikhi,語氣,
gikhi,儀器,
gikking,逆境,
gikthai,虐待,
gikthinn,逆天,
giktsu,逆子,
giktsuan,逆轉,
gilan,宜蘭,
gilan,疑難,
gilanho,宜蘭河,
gilankuan,宜蘭縣,
gilantshi,宜蘭市,
gili,義理,
gilun,議論,
gima,砛仔,
gimpiau,錦標,
gimsi,吟詩,
gimsim,忍心,
gimsiu,忍受,
gimtshionn,吟唱,
gimtshior,吟唱,
gimtshiu,扲手,
gimtshiunn,吟唱,
gimtsia,忍者,
gimtsinn,砛簷,
gimtsua,錦蛇,
gina,囡仔,
ginaenn,囡仔嬰,
ginahiann,囡仔兄,
ginainn,囡仔嬰,
ginakak,銀仔角,
ginakang,囡仔工,
ginakhuan,囡仔款,
ginakiann,囡仔囝,
ginakua,囡仔歌,
ginalang,囡仔人,
ginaphi,囡仔疕,
ginasiang,囡仔性,
ginasing,囡仔性,
ginatsai,囡仔栽,
ginbing,人命,
ginboo,銀幕,
ginbun,人文,
ginggan,龍眼,
gingging,龍眼,
ginggingkuann,龍眼乾,
ginghueh,凝血,
ginghuih,凝血,
gingking,龍眼,
gingngai,龍眼,
gingoo,疑悟,
gingpuah,研缽,
gingsim,凝心,
gingtai,研台,
gingthui,研槌,
gingtsian,迎戰,
